episode,rewards,has_gold,step_per_episode,killed_wumpus,get_gold_and_return_home
0,-141,0,42,0,0
1,-179,0,80,0,0
2,-275,0,176,0,0
3,-250,0,250,0,0
4,-268,0,169,0,0
5,-289,0,190,0,0
6,-277,0,178,0,0
7,-111,0,12,0,0
8,-288,0,189,0,0
9,-212,0,113,0,0
10,-250,0,250,0,0
11,-156,0,57,0,0
12,-220,0,121,0,0
13,-250,0,250,0,0
14,-111,0,12,0,0
15,-253,0,154,0,0
16,-250,0,250,0,0
17,-232,0,133,0,0
18,-145,0,46,0,0
19,-128,0,29,0,0
