episode,rewards,has_gold,step_per_episode,killed_wumpus,get_gold_and_return_home
0,-250,0,250,0,0
1,-317,0,218,0,0
2,-239,0,140,0,0
3,-180,0,81,0,0
4,-117,0,18,0,0
5,-134,0,35,0,0
6,251,1,250,0,0
7,-250,0,250,0,0
8,-197,0,98,0,0
9,-274,0,175,0,0
10,-145,0,46,0,0
11,-250,0,250,0,0
12,-148,0,49,0,0
13,-295,0,196,0,0
14,-250,0,250,0,0
15,-189,0,90,0,0
16,-245,0,146,0,0
17,-298,0,199,0,0
18,-252,0,153,0,0
19,-250,0,250,0,0
