episode,rewards,has_gold,step_per_episode,killed_wumpus,get_gold_and_return_home
0,-250,0,250,0,0
1,-201,0,102,0,0
2,-279,0,180,0,0
3,-250,0,250,0,0
4,-250,0,250,0,0
5,-252,0,153,0,0
6,-144,0,45,0,0
7,-250,0,250,0,0
8,-141,0,42,0,0
9,-250,0,250,0,0
10,-250,0,250,0,0
11,-191,0,92,0,0
12,-250,0,250,0,0
13,-259,0,160,0,0
14,-220,0,121,0,0
15,-250,0,250,0,0
16,-115,0,16,0,0
17,-155,0,56,0,0
18,-281,0,182,0,0
19,-182,0,83,0,0
20,-273,0,174,0,0
21,-167,0,68,0,0
22,-135,0,36,0,0
23,-151,0,52,0,0
24,-250,0,250,0,0
25,-202,0,103,0,0
26,-250,0,250,0,0
27,-112,0,13,0,0
28,-347,0,248,0,0
29,-242,0,143,0,0
30,-250,0,250,0,0
31,-118,0,19,0,0
32,-250,0,250,0,0
33,-146,0,47,0,0
34,-233,0,134,0,0
35,-113,0,14,0,0
36,-250,0,250,0,0
37,-250,0,250,0,0
38,-176,0,77,0,0
39,-186,0,87,0,0
40,-250,0,250,0,0
41,-259,0,160,0,0
42,-250,0,250,0,0
43,-165,0,66,0,0
44,-192,0,93,0,0
45,-131,0,32,0,0
46,-276,0,177,0,0
47,-137,0,38,0,0
48,-250,0,250,0,0
49,-106,0,7,0,0
50,-250,0,250,0,0
51,-250,0,250,0,0
52,-197,0,98,0,0
53,-136,0,37,0,0
54,-181,0,82,0,0
55,-141,0,42,0,0
56,-140,0,41,0,0
57,-298,0,199,0,0
58,-250,0,250,0,0
59,-109,0,10,0,0
60,-250,0,250,0,0
61,-118,0,19,0,0
62,-129,0,30,0,0
63,-250,0,250,0,0
64,-122,0,23,0,0
65,-271,0,172,0,0
66,-148,0,49,0,0
67,-250,0,250,0,0
68,-256,0,157,0,0
69,-272,0,173,0,0
70,-182,0,83,0,0
71,-143,0,44,0,0
72,-250,0,250,0,0
73,-136,0,37,0,0
74,-256,0,157,0,0
75,-180,0,81,0,0
76,-256,0,157,0,0
77,-158,0,59,0,0
78,-345,0,246,0,0
79,-258,0,159,0,0
80,-126,0,27,0,0
81,-138,0,39,0,0
82,-201,0,102,0,0
83,-200,0,101,0,0
84,-185,0,86,0,0
85,-252,0,153,0,0
86,-250,0,250,0,0
87,-236,0,137,0,0
88,-173,0,74,0,0
89,-226,0,127,0,0
90,-309,0,210,0,0
91,-237,0,138,0,0
92,-304,0,205,0,0
93,-246,0,147,0,0
94,-198,0,99,0,0
95,-306,0,207,0,0
96,-250,0,250,0,0
97,-166,0,67,0,0
98,-250,0,250,0,0
99,-199,0,100,0,0
100,-220,0,121,0,0
101,-289,0,190,0,0
102,-250,0,250,0,0
103,-250,0,250,0,0
104,-132,0,33,0,0
105,-250,0,250,0,0
106,-250,0,250,0,0
107,-250,0,250,0,0
108,-214,0,115,0,0
109,-311,0,212,0,0
110,-151,0,52,0,0
111,-250,0,250,0,0
112,-151,0,52,0,0
113,-336,0,237,0,0
114,-112,0,13,0,0
115,-250,0,250,0,0
116,-283,0,184,0,0
117,-228,0,129,0,0
118,-250,0,250,0,0
119,-223,0,124,0,0
120,-189,0,90,0,0
121,-286,0,187,0,0
122,-130,0,31,0,0
123,-135,0,36,0,0
124,-165,0,66,0,0
125,-131,0,32,0,0
126,-250,0,250,0,0
127,-300,0,201,0,0
128,-233,0,134,0,0
129,-174,0,75,0,0
130,-195,0,96,0,0
131,-157,0,58,0,0
132,-250,0,250,0,0
133,-225,0,126,0,0
134,-276,0,177,0,0
135,-187,0,88,0,0
136,-251,0,152,0,0
137,-170,0,71,0,0
138,-211,0,112,0,0
139,-246,0,147,0,0
140,-130,0,31,0,0
141,-250,0,250,0,0
142,-144,0,45,0,0
143,-282,0,183,0,0
144,-250,0,250,0,0
145,-117,0,18,0,0
146,-250,0,250,0,0
147,-239,0,140,0,0
148,-131,0,32,0,0
149,-190,0,91,0,0
150,-233,0,134,0,0
151,-139,0,40,0,0
152,-184,0,85,0,0
153,-142,0,43,0,0
154,-250,0,250,0,0
155,-200,0,101,0,0
156,-110,0,11,0,0
157,-130,0,31,0,0
158,-172,0,73,0,0
159,-250,0,250,0,0
160,-250,0,250,0,0
161,-196,0,97,0,0
162,-250,0,250,0,0
163,-250,0,250,0,0
164,-274,0,175,0,0
165,-250,0,250,0,0
166,-290,0,191,0,0
167,-310,0,211,0,0
168,-257,0,158,0,0
169,-236,0,137,0,0
170,-260,0,161,0,0
171,-313,0,214,0,0
172,-250,0,250,0,0
173,-193,0,94,0,0
174,-114,0,15,0,0
175,-250,0,250,0,0
176,-313,0,214,0,0
177,-144,0,45,0,0
178,-147,0,48,0,0
179,-167,0,68,0,0
180,-298,0,199,0,0
181,-264,0,165,0,0
182,-250,0,250,0,0
183,-155,0,56,0,0
184,-313,0,214,0,0
185,-336,0,237,0,0
186,-304,0,205,0,0
187,-250,0,250,0,0
188,-250,0,250,0,0
189,-260,0,161,0,0
190,-151,0,52,0,0
191,-250,0,250,0,0
192,-250,0,250,0,0
193,-314,0,215,0,0
194,-200,0,101,0,0
195,-179,0,80,0,0
196,-323,0,224,0,0
197,-250,0,250,0,0
198,-250,0,250,0,0
199,-167,0,68,0,0
200,-163,0,64,0,0
201,-250,0,250,0,0
202,-115,0,16,0,0
203,-329,0,230,0,0
204,-109,0,10,0,0
205,-152,0,53,0,0
206,-327,0,228,0,0
207,-298,0,199,0,0
208,-250,0,250,0,0
