episode,rewards,has_gold,step_per_episode,killed_wumpus,get_gold_and_return_home
0,-250,0,250,0,0
1,-182,0,83,0,0
2,-218,0,119,0,0
3,-250,0,250,0,0
4,-122,0,23,0,0
5,-289,0,190,0,0
6,-250,0,250,0,0
7,-223,0,124,0,0
8,-250,0,250,0,0
9,-129,0,30,0,0
10,-190,0,91,0,0
11,-250,0,250,0,0
12,-197,0,98,0,0
13,-250,0,250,0,0
14,-250,0,250,0,0
15,-118,0,19,0,0
16,-275,0,176,0,0
17,-250,0,250,0,0
18,-155,0,56,0,0
19,-250,0,250,0,0
20,-120,0,21,0,0
21,-109,0,10,0,0
22,-108,0,9,0,0
23,-200,0,101,0,0
24,-250,0,250,0,0
25,-250,0,250,0,0
26,-234,0,135,0,0
27,-116,0,17,0,0
28,-250,0,250,0,0
29,-250,0,250,0,0
30,-244,0,145,0,0
31,-194,0,95,0,0
32,-179,0,80,0,0
33,-348,0,249,0,0
34,-149,0,50,0,0
35,-250,0,250,0,0
36,-307,0,208,0,0
37,-125,0,26,0,0
38,-278,0,179,0,0
39,-122,0,23,0,0
40,-250,0,250,0,0
41,-250,0,250,0,0
42,-266,0,167,0,0
43,-250,0,250,0,0
44,-264,0,165,0,0
45,-335,0,236,0,0
46,-236,0,137,0,0
47,-176,0,77,0,0
48,-250,0,250,0,0
49,-211,0,112,0,0
50,-265,0,166,0,0
51,-250,0,250,0,0
52,-126,0,27,0,0
53,-111,0,12,0,0
54,-159,0,60,0,0
55,-118,0,19,0,0
56,-205,0,106,0,0
57,-250,0,250,0,0
58,-329,0,230,0,0
59,-229,0,130,0,0
60,-340,0,241,0,0
61,-300,0,201,0,0
62,-250,0,250,0,0
63,-186,0,87,0,0
64,-250,0,250,0,0
65,-209,0,110,0,0
66,-195,0,96,0,0
67,-139,0,40,0,0
68,-250,0,250,0,0
69,-145,0,46,0,0
70,-250,0,250,0,0
71,-131,0,32,0,0
72,-250,0,250,0,0
73,-250,0,250,0,0
74,-271,0,172,0,0
75,-250,0,250,0,0
76,-206,0,107,0,0
77,-250,0,250,0,0
78,-257,0,158,0,0
79,-246,0,147,0,0
80,-118,0,19,0,0
81,-250,0,250,0,0
82,-297,0,198,0,0
83,-220,0,121,0,0
84,-128,0,29,0,0
85,-214,0,115,0,0
86,-281,0,182,0,0
87,-250,0,250,0,0
88,-250,0,250,0,0
89,-250,0,250,0,0
90,-187,0,88,0,0
91,-250,0,250,0,0
92,-132,0,33,0,0
93,-193,0,94,0,0
94,-326,0,227,0,0
95,-340,0,241,0,0
96,-162,0,63,0,0
97,-155,0,56,0,0
98,-137,0,38,0,0
99,-229,0,130,0,0
100,-270,0,171,0,0
101,-301,0,202,0,0
102,-300,0,201,0,0
103,-302,0,203,0,0
104,-204,0,105,0,0
105,-299,0,200,0,0
106,-250,0,250,0,0
107,-250,0,250,0,0
108,-231,0,132,0,0
109,-341,0,242,0,0
110,-321,0,222,0,0
111,-232,0,133,0,0
112,-170,0,71,0,0
113,-273,0,174,0,0
114,-292,0,193,0,0
115,-250,0,250,0,0
116,-135,0,36,0,0
117,-223,0,124,0,0
118,-109,0,10,0,0
119,-195,0,96,0,0
120,-145,0,46,0,0
121,-140,0,41,0,0
122,-142,0,43,0,0
123,-261,0,162,0,0
124,-324,0,225,0,0
125,-142,0,43,0,0
126,-302,0,203,0,0
127,-175,0,76,0,0
128,-250,0,250,0,0
129,-244,0,145,0,0
130,-196,0,97,0,0
131,-250,0,250,0,0
132,-273,0,174,0,0
133,-250,0,250,0,0
134,-190,0,91,0,0
135,-121,0,22,0,0
136,-123,0,24,0,0
137,-197,0,98,0,0
138,-250,0,250,0,0
139,-197,0,98,0,0
140,-250,0,250,0,0
