episode,rewards,has_gold,step_per_episode,killed_wumpus,get_gold_and_return_home
0,-234,0,135,0,0
1,-250,0,250,0,0
2,-273,0,174,0,0
3,-126,0,27,0,0
4,-211,0,112,0,0
5,-155,0,56,0,0
6,-250,0,250,0,0
7,-187,0,88,0,0
8,-145,0,46,0,0
9,-250,0,250,0,0
10,-114,0,15,0,0
11,-250,0,250,0,0
12,-307,0,208,0,0
13,-298,0,199,0,0
14,-272,0,173,0,0
15,-305,0,206,0,0
16,-305,0,206,0,0
17,-292,0,193,0,0
18,-250,0,250,0,0
19,-318,0,219,0,0
20,-295,0,196,0,0
21,-250,0,250,0,0
22,-329,0,230,0,0
23,-250,0,250,0,0
24,-122,0,23,0,0
25,-250,0,250,0,0
26,-234,0,135,0,0
27,-221,0,122,0,0
28,-119,0,20,0,0
29,-330,0,231,0,0
30,-250,0,250,0,0
31,-322,0,223,0,0
32,-251,0,152,0,0
33,-118,0,19,0,0
34,-223,0,124,0,0
35,-217,0,118,0,0
36,-189,0,90,0,0
37,-112,0,13,0,0
38,-234,0,135,0,0
39,-160,0,61,0,0
40,-225,0,126,0,0
41,-250,0,250,0,0
42,-158,0,59,0,0
43,-129,0,30,0,0
44,-105,0,6,0,0
45,-318,0,219,0,0
46,-250,0,250,0,0
47,-289,0,190,0,0
48,-282,0,183,0,0
49,-250,0,250,0,0
50,-310,0,211,0,0
51,-182,0,83,0,0
52,-107,0,8,0,0
53,-250,0,250,0,0
54,-228,0,129,0,0
55,-301,0,202,0,0
56,-250,0,250,0,0
57,-249,0,150,0,0
58,-250,0,250,0,0
59,-333,0,234,0,0
60,-337,0,238,0,0
61,-250,0,250,0,0
62,-186,0,87,0,0
63,-106,0,7,0,0
64,-319,0,220,0,0
65,-189,0,90,0,0
66,-250,0,250,0,0
67,-148,0,49,0,0
68,-177,0,78,0,0
69,-250,0,250,0,0
70,-218,0,119,0,0
71,-236,0,137,0,0
72,-211,0,112,0,0
73,-146,0,47,0,0
74,-167,0,68,0,0
75,-325,0,226,0,0
76,-250,0,250,0,0
77,-225,0,126,0,0
78,-250,0,250,0,0
79,-308,0,209,0,0
80,-106,0,7,0,0
81,-250,0,250,0,0
82,-122,0,23,0,0
83,-250,0,250,0,0
84,-113,0,14,0,0
85,-107,0,8,0,0
86,-334,0,235,0,0
87,-236,0,137,0,0
88,-250,0,250,0,0
89,-281,0,182,0,0
90,-250,0,250,0,0
91,-327,0,228,0,0
92,-246,0,147,0,0
93,-250,0,250,0,0
94,-204,0,105,0,0
95,-250,0,250,0,0
96,-309,0,210,0,0
97,-189,0,90,0,0
98,-224,0,125,0,0
99,-301,0,202,0,0
100,-292,0,193,0,0
