episode,rewards,has_gold,step_per_episode,killed_wumpus,get_gold_and_return_home
0,-236,0,137,0,0
1,-250,0,250,0,0
2,-217,0,118,0,0
3,-250,0,250,0,0
4,-250,0,250,0,0
5,-250,0,250,0,0
6,-318,0,219,0,0
7,-250,0,250,0,0
8,-119,0,20,0,0
9,-250,0,250,0,0
10,-287,0,188,0,0
11,-250,0,250,0,0
12,-328,0,229,0,0
13,-160,0,61,0,0
14,-337,0,238,0,0
15,-130,0,31,0,0
16,-246,0,147,0,0
17,-250,0,250,0,0
18,-215,0,116,0,0
19,-173,0,74,0,0
20,-208,0,109,0,0
21,-298,0,199,0,0
22,-145,0,46,0,0
23,-203,0,104,0,0
24,-117,0,18,0,0
25,-147,0,48,0,0
26,-215,0,116,0,0
27,-250,0,250,0,0
28,-265,0,166,0,0
29,-250,0,250,0,0
30,-250,0,250,0,0
31,-222,0,123,0,0
32,-337,0,238,0,0
33,-250,0,250,0,0
34,-250,0,250,0,0
35,-250,0,250,0,0
36,-250,0,250,0,0
37,-326,0,227,0,0
38,-273,0,174,0,0
39,-195,0,96,0,0
40,-170,0,71,0,0
41,-210,0,111,0,0
42,-144,0,45,0,0
43,-146,0,47,0,0
44,-159,0,60,0,0
45,-250,0,250,0,0
46,-264,0,165,0,0
47,-241,0,142,0,0
48,-238,0,139,0,0
49,-295,0,196,0,0
50,-250,0,250,0,0
51,-258,0,159,0,0
52,-157,0,58,0,0
53,-163,0,64,0,0
54,-249,0,150,0,0
55,-250,0,250,0,0
56,-145,0,46,0,0
57,-250,0,250,0,0
58,-208,0,109,0,0
59,-237,0,138,0,0
60,-346,0,247,0,0
61,-168,0,69,0,0
62,-125,0,26,0,0
63,-321,0,222,0,0
64,-250,0,250,0,0
65,-250,0,250,0,0
66,-250,0,250,0,0
67,-225,0,126,0,0
68,-264,0,165,0,0
69,-221,0,122,0,0
70,-170,0,71,0,0
71,-115,0,16,0,0
72,-203,0,104,0,0
73,-250,0,250,0,0
74,-122,0,23,0,0
75,-250,0,250,0,0
76,-250,0,250,0,0
77,-161,0,62,0,0
78,-107,0,8,0,0
79,-200,0,101,0,0
80,-229,0,130,0,0
81,-108,0,9,0,0
82,-250,0,250,0,0
83,-161,0,62,0,0
84,-246,0,147,0,0
85,-276,0,177,0,0
86,-139,0,40,0,0
87,-103,0,4,0,0
88,-250,0,250,0,0
89,-250,0,250,0,0
90,-329,0,230,0,0
91,-293,0,194,0,0
92,-250,0,250,0,0
93,-130,0,31,0,0
94,-347,0,248,0,0
95,-186,0,87,0,0
96,-320,0,221,0,0
97,-204,0,105,0,0
98,-138,0,39,0,0
99,-256,0,157,0,0
100,-305,0,206,0,0
101,-126,0,27,0,0
102,-308,0,209,0,0
103,-321,0,222,0,0
104,-295,0,196,0,0
105,-316,0,217,0,0
106,-250,0,250,0,0
107,-112,0,13,0,0
108,-284,0,185,0,0
109,-236,0,137,0,0
110,-250,0,250,0,0
111,-250,0,250,0,0
112,-122,0,23,0,0
113,-126,0,27,0,0
114,-328,0,229,0,0
115,-135,0,36,0,0
116,-299,0,200,0,0
117,-190,0,91,0,0
118,-203,0,104,0,0
119,-291,0,192,0,0
120,-178,0,79,0,0
121,-161,0,62,0,0
122,-128,0,29,0,0
123,-168,0,69,0,0
124,-196,0,97,0,0
125,-141,0,42,0,0
126,-250,0,250,0,0
127,-295,0,196,0,0
128,-206,0,107,0,0
129,-132,0,33,0,0
130,-177,0,78,0,0
131,-336,0,237,0,0
132,-250,0,250,0,0
133,-126,0,27,0,0
134,-132,0,33,0,0
135,-131,0,32,0,0
136,-174,0,75,0,0
137,-325,0,226,0,0
138,-228,0,129,0,0
139,-230,0,131,0,0
140,-250,0,250,0,0
141,-155,0,56,0,0
142,-120,0,21,0,0
143,-250,0,250,0,0
144,-154,0,55,0,0
145,-194,0,95,0,0
146,-250,0,250,0,0
147,-250,0,250,0,0
148,-145,0,46,0,0
149,-224,0,125,0,0
150,-250,0,250,0,0
151,-179,0,80,0,0
152,-120,0,21,0,0
153,-250,0,250,0,0
154,-173,0,74,0,0
155,-250,0,250,0,0
156,-162,0,63,0,0
157,-230,0,131,0,0
158,-206,0,107,0,0
159,-218,0,119,0,0
160,-250,0,250,0,0
161,-250,0,250,0,0
162,-303,0,204,0,0
163,-250,0,250,0,0
164,-224,0,125,0,0
165,-223,0,124,0,0
166,-242,0,143,0,0
167,-174,0,75,0,0
168,-109,0,10,0,0
169,-295,0,196,0,0
170,-250,0,250,0,0
171,-250,0,250,0,0
172,-330,0,231,0,0
173,-108,0,9,0,0
174,-177,0,78,0,0
175,-155,0,56,0,0
176,-184,0,85,0,0
177,-250,0,250,0,0
178,-265,0,166,0,0
179,-166,0,67,0,0
180,-212,0,113,0,0
181,-330,0,231,0,0
182,-180,0,81,0,0
183,-218,0,119,0,0
184,-128,0,29,0,0
185,-165,0,66,0,0
186,-250,0,250,0,0
