episode,rewards,has_gold,step_per_episode,killed_wumpus,get_gold_and_return_home
0,-173,0,74,0,0
1,-249,0,150,0,0
2,-250,0,250,0,0
3,-250,0,250,0,0
4,-345,0,246,0,0
5,-328,0,229,0,0
6,-132,0,33,0,0
7,-250,0,250,0,0
8,-172,0,73,0,0
9,-137,0,38,0,0
10,-250,0,250,0,0
11,-103,0,4,0,0
12,-172,0,73,0,0
13,-200,0,101,0,0
14,-310,0,211,0,0
15,-229,0,130,0,0
16,-250,0,250,0,0
17,-226,0,127,0,0
18,-123,0,24,0,0
19,-300,0,201,0,0
20,-195,0,96,0,0
21,-156,0,57,0,0
22,-177,0,78,0,0
23,-172,0,73,0,0
24,-116,0,17,0,0
25,-324,0,225,0,0
26,-208,0,109,0,0
27,-212,0,113,0,0
28,-252,0,153,0,0
29,-322,0,223,0,0
30,-320,0,221,0,0
31,-234,0,135,0,0
32,-191,0,92,0,0
33,-108,0,9,0,0
34,-294,0,195,0,0
35,-167,0,68,0,0
36,-113,0,14,0,0
37,-341,0,242,0,0
38,-189,0,90,0,0
39,-267,0,168,0,0
40,-194,0,95,0,0
41,-117,0,18,0,0
42,-171,0,72,0,0
43,-130,0,31,0,0
44,-184,0,85,0,0
45,-172,0,73,0,0
46,-203,0,104,0,0
47,-250,0,250,0,0
48,-118,0,19,0,0
49,-250,0,250,0,0
50,-151,0,52,0,0
51,-159,0,60,0,0
52,-194,0,95,0,0
53,-250,0,250,0,0
54,-194,0,95,0,0
55,-107,0,8,0,0
56,-256,0,157,0,0
57,-107,0,8,0,0
58,-250,0,250,0,0
59,-250,0,250,0,0
60,-258,0,159,0,0
61,-250,0,250,0,0
62,-224,0,125,0,0
63,-170,0,71,0,0
64,-288,0,189,0,0
65,-142,0,43,0,0
66,-271,0,172,0,0
67,-146,0,47,0,0
68,-290,0,191,0,0
69,-164,0,65,0,0
70,-300,0,201,0,0
71,-205,0,106,0,0
72,-250,0,250,0,0
73,-242,0,143,0,0
74,-130,0,31,0,0
75,-125,0,26,0,0
76,-250,0,250,0,0
77,-257,0,158,0,0
78,-203,0,104,0,0
79,-160,0,61,0,0
80,-278,0,179,0,0
81,-221,0,122,0,0
82,-250,0,250,0,0
83,-150,0,51,0,0
84,-209,0,110,0,0
85,-114,0,15,0,0
86,-163,0,64,0,0
87,-168,0,69,0,0
88,-177,0,78,0,0
89,-250,0,250,0,0
90,-262,0,163,0,0
91,-288,0,189,0,0
92,-130,0,31,0,0
93,-256,0,157,0,0
94,-263,0,164,0,0
95,-250,0,250,0,0
96,-183,0,84,0,0
97,-269,0,170,0,0
98,-143,0,44,0,0
99,-302,0,203,0,0
100,-143,0,44,0,0
101,-296,0,197,0,0
102,-230,0,131,0,0
103,-344,0,245,0,0
104,-250,0,250,0,0
105,-250,0,250,0,0
106,-312,0,213,0,0
107,-274,0,175,0,0
108,-184,0,85,0,0
109,-313,0,214,0,0
110,-250,0,250,0,0
111,-124,0,25,0,0
112,-250,0,250,0,0
113,-303,0,204,0,0
114,-250,0,250,0,0
115,-250,0,250,0,0
116,-126,0,27,0,0
117,-198,0,99,0,0
118,-250,0,250,0,0
119,-118,0,19,0,0
120,-331,0,232,0,0
121,-245,0,146,0,0
122,-152,0,53,0,0
123,-319,0,220,0,0
124,-230,0,131,0,0
125,-119,0,20,0,0
126,-145,0,46,0,0
127,-250,0,250,0,0
128,-112,0,13,0,0
129,-250,0,250,0,0
130,-164,0,65,0,0
131,-170,0,71,0,0
132,-241,0,142,0,0
133,-343,0,244,0,0
134,-252,0,153,0,0
135,-167,0,68,0,0
136,-250,0,250,0,0
137,-141,0,42,0,0
138,-250,0,250,0,0
139,-250,0,250,0,0
140,-267,0,168,0,0
141,-181,0,82,0,0
142,-250,0,250,0,0
143,-250,0,250,0,0
144,-250,0,250,0,0
145,-261,0,162,0,0
146,-250,0,250,0,0
147,-172,0,73,0,0
148,-175,0,76,0,0
149,-278,0,179,0,0
150,-282,0,183,0,0
151,-230,0,131,0,0
152,-230,0,131,0,0
153,-339,0,240,0,0
154,-250,0,250,0,0
155,-270,0,171,0,0
156,-163,0,64,0,0
157,-250,0,250,0,0
158,-313,0,214,0,0
159,-250,0,250,0,0
160,-272,0,173,0,0
161,-134,0,35,0,0
162,-130,0,31,0,0
163,-150,0,51,0,0
164,-287,0,188,0,0
165,-250,0,250,0,0
166,-250,0,250,0,0
167,-258,0,159,0,0
168,-212,0,113,0,0
169,-250,0,250,0,0
170,-250,0,250,0,0
171,-290,0,191,0,0
172,-284,0,185,0,0
173,-144,0,45,0,0
174,-300,0,201,0,0
175,-250,0,250,0,0
176,-185,0,86,0,0
177,-250,0,250,0,0
178,-250,0,250,0,0
179,-308,0,209,0,0
180,-231,0,132,0,0
181,-179,0,80,0,0
182,-275,0,176,0,0
183,-126,0,27,0,0
184,-155,0,56,0,0
185,-220,0,121,0,0
186,-152,0,53,0,0
187,-105,0,6,0,0
188,-319,0,220,0,0
189,-112,0,13,0,0
190,-256,0,157,0,0
191,-129,0,30,0,0
192,-250,0,250,0,0
193,-151,0,52,0,0
194,-249,0,150,0,0
195,-127,0,28,0,0
196,-280,0,181,0,0
197,-119,0,20,0,0
198,-137,0,38,0,0
199,-215,0,116,0,0
200,-137,0,38,0,0
201,-250,0,250,0,0
202,-209,0,110,0,0
203,-242,0,143,0,0
204,-286,0,187,0,0
205,-293,0,194,0,0
206,-189,0,90,0,0
207,-250,0,250,0,0
208,-122,0,23,0,0
209,-159,0,60,0,0
210,-228,0,129,0,0
211,-233,0,134,0,0
212,-250,0,250,0,0
213,-146,0,47,0,0
214,-303,0,204,0,0
215,-266,0,167,0,0
216,-250,0,250,0,0
217,-114,0,15,0,0
218,-139,0,40,0,0
219,-197,0,98,0,0
220,-134,0,35,0,0
221,-217,0,118,0,0
222,-194,0,95,0,0
223,-250,0,250,0,0
224,-250,0,250,0,0
225,-132,0,33,0,0
226,-140,0,41,0,0
227,-125,0,26,0,0
228,-190,0,91,0,0
229,-312,0,213,0,0
230,-250,0,250,0,0
231,-320,0,221,0,0
232,-327,0,228,0,0
233,-250,0,250,0,0
234,-134,0,35,0,0
235,-204,0,105,0,0
236,-231,0,132,0,0
237,-250,0,250,0,0
238,-321,0,222,0,0
239,-291,0,192,0,0
240,-172,0,73,0,0
241,-116,0,17,0,0
242,-158,0,59,0,0
243,-140,0,41,0,0
244,-250,0,250,0,0
245,-163,0,64,0,0
246,-119,0,20,0,0
247,-170,0,71,0,0
248,-250,0,250,0,0
249,-214,0,115,0,0
250,-177,0,78,0,0
251,-127,0,28,0,0
252,-287,0,188,0,0
253,-250,0,250,0,0
254,-285,0,186,0,0
255,-141,0,42,0,0
256,-149,0,50,0,0
257,-177,0,78,0,0
258,-327,0,228,0,0
259,-230,0,131,0,0
260,-197,0,98,0,0
261,-250,0,250,0,0
262,-250,0,250,0,0
263,-250,0,250,0,0
264,-343,0,244,0,0
265,-344,0,245,0,0
266,-235,0,136,0,0
267,-123,0,24,0,0
268,-166,0,67,0,0
269,-250,0,250,0,0
270,-183,0,84,0,0
271,-167,0,68,0,0
272,-229,0,130,0,0
273,-250,0,250,0,0
274,-104,0,5,0,0
275,-250,0,250,0,0
276,-174,0,75,0,0
277,-318,0,219,0,0
278,-305,0,206,0,0
279,-308,0,209,0,0
280,-250,0,250,0,0
281,-146,0,47,0,0
282,-172,0,73,0,0
283,-214,0,115,0,0
284,-255,0,156,0,0
285,-210,0,111,0,0
286,-250,0,250,0,0
287,-250,0,250,0,0
288,-130,0,31,0,0
289,-133,0,34,0,0
290,-172,0,73,0,0
291,-250,0,250,0,0
292,-267,0,168,0,0
293,-110,0,11,0,0
294,-188,0,89,0,0
295,-256,0,157,0,0
296,-312,0,213,0,0
297,-138,0,39,0,0
298,-292,0,193,0,0
299,-297,0,198,0,0
300,-322,0,223,0,0
301,-250,0,250,0,0
302,-157,0,58,0,0
303,-136,0,37,0,0
304,-152,0,53,0,0
305,-311,0,212,0,0
306,-264,0,165,0,0
307,-250,0,250,0,0
308,-185,0,86,0,0
309,-186,0,87,0,0
310,-262,0,163,0,0
311,-279,0,180,0,0
312,-219,0,120,0,0
313,-254,0,155,0,0
314,-250,0,250,0,0
315,-106,0,7,0,0
316,-200,0,101,0,0
317,-250,0,250,0,0
318,-159,0,60,0,0
319,-250,0,250,0,0
320,-123,0,24,0,0
321,-250,0,250,0,0
322,-182,0,83,0,0
323,-209,0,110,0,0
324,-250,0,250,0,0
325,-337,0,238,0,0
326,-136,0,37,0,0
327,-118,0,19,0,0
328,-310,0,211,0,0
329,-250,0,250,0,0
330,-165,0,66,0,0
331,-250,0,250,0,0
332,-299,0,200,0,0
333,-180,0,81,0,0
334,-181,0,82,0,0
335,-194,0,95,0,0
336,-250,0,250,0,0
337,-220,0,121,0,0
338,-151,0,52,0,0
339,-168,0,69,0,0
340,-255,0,156,0,0
341,-332,0,233,0,0
342,-250,0,250,0,0
343,-250,0,250,0,0
344,-203,0,104,0,0
345,-250,0,250,0,0
346,-164,0,65,0,0
347,-111,0,12,0,0
348,-250,0,250,0,0
349,-206,0,107,0,0
350,-250,0,250,0,0
351,-124,0,25,0,0
352,-135,0,36,0,0
353,-107,0,8,0,0
354,-250,0,250,0,0
355,-250,0,250,0,0
356,-160,0,61,0,0
357,-212,0,113,0,0
358,-132,0,33,0,0
359,-192,0,93,0,0
360,-175,0,76,0,0
361,-250,0,250,0,0
362,-240,0,141,0,0
363,-250,0,250,0,0
364,-152,0,53,0,0
365,-122,0,23,0,0
366,-143,0,44,0,0
367,-195,0,96,0,0
368,-115,0,16,0,0
369,-216,0,117,0,0
370,-129,0,30,0,0
371,-204,0,105,0,0
372,-268,0,169,0,0
373,-186,0,87,0,0
374,-213,0,114,0,0
375,-127,0,28,0,0
376,-250,0,250,0,0
377,-167,0,68,0,0
378,-250,0,250,0,0
379,-146,0,47,0,0
380,-250,0,250,0,0
381,-116,0,17,0,0
382,-319,0,220,0,0
383,-137,0,38,0,0
384,-113,0,14,0,0
385,-349,0,250,0,0
386,-250,0,250,0,0
387,-250,0,250,0,0
388,-279,0,180,0,0
389,-242,0,143,0,0
390,-225,0,126,0,0
391,-107,0,8,0,0
392,-195,0,96,0,0
393,-129,0,30,0,0
394,-330,0,231,0,0
395,-331,0,232,0,0
396,-149,0,50,0,0
397,-250,0,250,0,0
398,-250,0,250,0,0
399,-184,0,85,0,0
400,-161,0,62,0,0
401,-226,0,127,0,0
402,-148,0,49,0,0
403,-250,0,250,0,0
404,-160,0,61,0,0
405,-250,0,250,0,0
406,-250,0,250,0,0
407,-250,0,250,0,0
408,-206,0,107,0,0
409,-229,0,130,0,0
410,-125,0,26,0,0
411,-199,0,100,0,0
412,-127,0,28,0,0
413,-250,0,250,0,0
414,-250,0,250,0,0
415,-161,0,62,0,0
416,-175,0,76,0,0
417,-167,0,68,0,0
418,-167,0,68,0,0
419,-128,0,29,0,0
420,-184,0,85,0,0
421,-250,0,250,0,0
422,-250,0,250,0,0
423,-331,0,232,0,0
424,-115,0,16,0,0
425,-139,0,40,0,0
426,-124,0,25,0,0
427,-177,0,78,0,0
428,-252,0,153,0,0
429,-295,0,196,0,0
430,-185,0,86,0,0
431,-130,0,31,0,0
432,-250,0,250,0,0
433,-248,0,149,0,0
434,-171,0,72,0,0
435,-250,0,250,0,0
436,-301,0,202,0,0
437,-250,0,250,0,0
438,-244,0,145,0,0
439,-250,0,250,0,0
440,-250,0,250,0,0
441,-108,0,9,0,0
442,-216,0,117,0,0
443,-117,0,18,0,0
444,-151,0,52,0,0
445,-250,0,250,0,0
446,-219,0,120,0,0
447,-250,0,250,0,0
448,-227,0,128,0,0
449,-179,0,80,0,0
450,-250,0,250,0,0
451,-111,0,12,0,0
452,-166,0,67,0,0
453,-115,0,16,0,0
454,-193,0,94,0,0
455,-113,0,14,0,0
456,-167,0,68,0,0
457,-250,0,250,0,0
458,-239,0,140,0,0
459,-302,0,203,0,0
460,-168,0,69,0,0
461,-285,0,186,0,0
462,-170,0,71,0,0
463,-250,0,250,0,0
464,-132,0,33,0,0
465,-143,0,44,0,0
466,-192,0,93,0,0
467,-188,0,89,0,0
468,-132,0,33,0,0
469,-131,0,32,0,0
470,-142,0,43,0,0
471,-179,0,80,0,0
472,-152,0,53,0,0
473,-321,0,222,0,0
474,-199,0,100,0,0
475,-250,0,250,0,0
476,-228,0,129,0,0
477,-145,0,46,0,0
478,-268,0,169,0,0
479,-220,0,121,0,0
480,-250,0,250,0,0
481,-204,0,105,0,0
482,-124,0,25,0,0
483,-250,0,250,0,0
484,-250,0,250,0,0
485,-216,0,117,0,0
486,-132,0,33,0,0
487,-250,0,250,0,0
488,-250,0,250,0,0
489,-298,0,199,0,0
490,-217,0,118,0,0
491,-250,0,250,0,0
492,-250,0,250,0,0
493,-307,0,208,0,0
494,-250,0,250,0,0
495,-250,0,250,0,0
496,-259,0,160,0,0
497,-239,0,140,0,0
498,-250,0,250,0,0
499,-158,0,59,0,0
500,-337,0,238,0,0
501,-162,0,63,0,0
502,-250,0,250,0,0
503,-250,0,250,0,0
504,-250,0,250,0,0
505,-181,0,82,0,0
506,-250,0,250,0,0
507,-178,0,79,0,0
508,-250,0,250,0,0
509,-215,0,116,0,0
510,-250,0,250,0,0
511,-250,0,250,0,0
512,-250,0,250,0,0
513,-128,0,29,0,0
514,-308,0,209,0,0
515,-130,0,31,0,0
516,-198,0,99,0,0
517,-206,0,107,0,0
518,-342,0,243,0,0
519,-168,0,69,0,0
520,-179,0,80,0,0
521,-173,0,74,0,0
522,-125,0,26,0,0
523,-250,0,250,0,0
524,-250,0,250,0,0
525,-336,0,237,0,0
526,-197,0,98,0,0
527,-226,0,127,0,0
528,-131,0,32,0,0
529,-172,0,73,0,0
530,-292,0,193,0,0
531,-233,0,134,0,0
532,-250,0,250,0,0
533,-296,0,197,0,0
534,-250,0,250,0,0
535,-250,0,250,0,0
536,-165,0,66,0,0
537,-250,0,250,0,0
538,-250,0,250,0,0
539,-181,0,82,0,0
540,-197,0,98,0,0
541,-250,0,250,0,0
542,-250,0,250,0,0
543,-250,0,250,0,0
544,-250,0,250,0,0
545,-250,0,250,0,0
546,-296,0,197,0,0
547,-250,0,250,0,0
548,-343,0,244,0,0
549,-254,0,155,0,0
550,-250,0,250,0,0
551,-250,0,250,0,0
552,-250,0,250,0,0
553,-250,0,250,0,0
554,-179,0,80,0,0
555,-250,0,250,0,0
556,-250,0,250,0,0
557,-324,0,225,0,0
558,-250,0,250,0,0
559,-224,0,125,0,0
560,-250,0,250,0,0
561,-250,0,250,0,0
562,-250,0,250,0,0
563,-250,0,250,0,0
564,-250,0,250,0,0
565,-199,0,100,0,0
566,-344,0,245,0,0
567,-349,0,250,0,0
568,-261,0,162,0,0
569,-250,0,250,0,0
570,-250,0,250,0,0
571,-250,0,250,0,0
572,-250,0,250,0,0
573,-250,0,250,0,0
574,-343,0,244,0,0
575,-250,0,250,0,0
576,-250,0,250,0,0
577,-250,0,250,0,0
578,-266,0,167,0,0
579,-250,0,250,0,0
580,-250,0,250,0,0
581,-250,0,250,0,0
582,-250,0,250,0,0
583,-250,0,250,0,0
584,-250,0,250,0,0
585,-250,0,250,0,0
586,-250,0,250,0,0
587,-250,0,250,0,0
588,-304,0,205,0,0
589,-250,0,250,0,0
590,-250,0,250,0,0
591,-250,0,250,0,0
592,-250,0,250,0,0
593,-250,0,250,0,0
594,-250,0,250,0,0
595,-331,0,232,0,0
596,-250,0,250,0,0
597,-250,0,250,0,0
598,-250,0,250,0,0
599,-255,0,156,0,0
600,-250,0,250,0,0
601,-250,0,250,0,0
602,-250,0,250,0,0
603,-242,0,143,0,0
604,-250,0,250,0,0
605,-250,0,250,0,0
606,-250,0,250,0,0
607,-250,0,250,0,0
608,-250,0,250,0,0
609,-250,0,250,0,0
610,-250,0,250,0,0
611,-165,0,66,0,0
612,-250,0,250,0,0
613,-250,0,250,0,0
614,-259,0,160,0,0
615,-250,0,250,0,0
616,-250,0,250,0,0
617,-250,0,250,0,0
618,-335,0,236,0,0
619,-169,0,70,0,0
620,-150,0,51,0,0
621,-250,0,250,0,0
622,-250,0,250,0,0
623,-250,0,250,0,0
624,-250,0,250,0,0
625,-250,0,250,0,0
626,-250,0,250,0,0
627,-250,0,250,0,0
628,-250,0,250,0,0
629,-320,0,221,0,0
630,-250,0,250,0,0
631,-250,0,250,0,0
632,-250,0,250,0,0
633,-337,0,238,0,0
634,-250,0,250,0,0
635,-250,0,250,0,0
636,-250,0,250,0,0
